timestap,high,low,open,close,volume,quoteVolume,weightedAverage,DateTime
1439712000,1.14,1.11,1.14,1.11,210.0342522,186.1997969,1.12800473,2015-08-16 8:00
1439726400,1.12000001,1.12000001,1.12000001,1.12000001,0.33586382,0.29987841,1.12000001,2015-08-16 12:00
1439740800,1.12000001,1.12000001,1.12000001,1.12000001,0,0,1.12000001,2015-08-16 16:00
1439755200,1.12000001,1.12000001,1.12000001,1.12000001,0,0,1.12000001,2015-08-16 20:00
1439769600,1.12000001,1.12000001,1.12000001,1.12000001,0,0,1.12000001,2015-08-17 0:00
1439784000,1.12000001,1.12000001,1.12000001,1.12000001,0,0,1.12000001,2015-08-17 4:00
1439798400,1.12000001,1.12000001,1.12000001,1.12000001,0,0,1.12000001,2015-08-17 8:00
1439812800,1.7699999,1.7699999,1.7699999,1.7699999,0.29754606,0.16810513,1.7699999,2015-08-17 12:00
1439827200,1.7699999,1.34,1.7699999,1.34,21.59414783,16.08708918,1.34232785,2015-08-17 16:00
1439841600,1.52,1.52,1.52,1.52,15.2,10,1.52,2015-08-17 20:00
1439856000,1.565,1.565,1.565,1.565,7.825,5,1.565,2015-08-18 0:00
1439870400,1.565,1.565,1.565,1.565,0,0,1.565,2015-08-18 4:00
1439884800,1.565,1.565,1.565,1.565,0,0,1.565,2015-08-18 8:00
1439899200,1.565,1.565,1.565,1.565,0,0,1.565,2015-08-18 12:00
1439913600,1.51999999,1.51999999,1.51999999,1.51999999,0.14877302,0.09787699,1.51999999,2015-08-18 16:00
1439928000,1.06100002,1.01,1.06100002,1.01,90.85326803,87.05348577,1.04364882,2015-08-18 20:00
1439942400,1.01,1.01,1.01,1.01,0,0,1.01,2015-08-19 0:00
1439956800,1.38499999,1.085,1.085,1.38499999,16.53378257,15.18019973,1.08916765,2015-08-19 4:00
1439971200,1.38499999,1.38499999,1.38499999,1.38499999,0,0,1.38499999,2015-08-19 8:00
1439985600,1.38499999,1.38499999,1.38499999,1.38499999,0,0,1.38499999,2015-08-19 12:00
1440000000,1.38499999,1.38499999,1.38499999,1.38499999,0,0,1.38499999,2015-08-19 16:00
1440014400,1.4,1.3,1.39,1.3,71.05,51,1.39313725,2015-08-19 20:00
1440028800,1.3,1.3,1.3,1.3,0,0,1.3,2015-08-20 0:00
1440043200,1.25000001,1.25000001,1.25000001,1.25000001,21.14719971,16.91775964,1.25000001,2015-08-20 4:00
1440057600,1.25000001,1.25000001,1.25000001,1.25000001,0,0,1.25000001,2015-08-20 8:00
1440072000,1.25000001,1.25000001,1.25000001,1.25000001,0,0,1.25000001,2015-08-20 12:00
1440086400,1.25000001,1.25000001,1.25000001,1.25000001,0,0,1.25000001,2015-08-20 16:00
1440100800,1.72999995,1.45999999,1.45999999,1.72999995,510.3203697,343.6669137,1.48492726,2015-08-20 20:00
1440115200,1.72999995,1.72999995,1.72999995,1.72999995,0,0,1.72999995,2015-08-21 0:00
1440129600,1.4410014,1.44100001,1.4410014,1.44100001,2.787564,1.93446478,1.44100013,2015-08-21 4:00
1440144000,1.44100001,1.44100001,1.44100001,1.44100001,0,0,1.44100001,2015-08-21 8:00
1440158400,1.44100001,1.44100001,1.44100001,1.44100001,0,0,1.44100001,2015-08-21 12:00
1440172800,1.72999367,1.44,1.72999367,1.44,424.8347473,292.2665253,1.45358674,2015-08-21 16:00
1440187200,1.5,1.5,1.5,1.5,15,10,1.5,2015-08-21 20:00
1440201600,1.33000064,1.33000064,1.33000064,1.33000064,0.78393859,0.58942723,1.33000064,2015-08-22 0:00
1440216000,1.33000064,1.33000064,1.33000064,1.33000064,0,0,1.33000064,2015-08-22 4:00
1440230400,1.33000064,1.33000064,1.33000064,1.33000064,0,0,1.33000064,2015-08-22 8:00
1440244800,1.33000064,1.33000064,1.33000064,1.33000064,0,0,1.33000064,2015-08-22 12:00
1440259200,1.33000064,1.33000064,1.33000064,1.33000064,0,0,1.33000064,2015-08-22 16:00
1440273600,1.33000064,1.33000064,1.33000064,1.33000064,0,0,1.33000064,2015-08-22 20:00
1440288000,1.49999974,1.33000259,1.34,1.33000259,51.35522965,38.48246226,1.33450997,2015-08-23 0:00
1440302400,1.33000259,1.33000259,1.33000259,1.33000259,0,0,1.33000259,2015-08-23 4:00
1440316800,1.33000259,1.33000259,1.33000259,1.33000259,0,0,1.33000259,2015-08-23 8:00
1440331200,1.33000259,1.33000259,1.33000259,1.33000259,0,0,1.33000259,2015-08-23 12:00
1440345600,1.49998413,1.49998412,1.49998412,1.49998413,39.91154474,26.60797802,1.49998412,2015-08-23 16:00
1440360000,1.49999999,1.49999999,1.49999999,1.49999999,0.01131281,0.00754188,1.49999999,2015-08-23 20:00
1440374400,1.49999999,1.49999999,1.49999999,1.49999999,0,0,1.49999999,2015-08-24 0:00
1440388800,1.3300208,1.29999999,1.33002077,1.3,164.9568698,126.1449372,1.30767729,2015-08-24 4:00
1440403200,1.39999999,1.39999999,1.39999999,1.39999999,0.16379214,0.11699439,1.39999999,2015-08-24 8:00
1440417600,1.24100001,1.24100001,1.24100001,1.24100001,10.91252472,8.7933317,1.24100001,2015-08-24 12:00
1440432000,1.24100001,1.2399999,1.24100001,1.2399999,8.69501052,7.0068738,1.2409258,2015-08-24 16:00
1440446400,1.3,1.3,1.3,1.3,8.95462319,6.88817169,1.3,2015-08-24 20:00
1440460800,1.39999998,1.05100001,1.05100001,1.39999998,0.14871073,0.10632852,1.39859687,2015-08-25 0:00
1440475200,1.39999998,1.39999998,1.39999998,1.39999998,0,0,1.39999998,2015-08-25 4:00
1440489600,1.05100001,1.05100001,1.05100001,1.05100001,0.17012338,0.16186811,1.05100001,2015-08-25 8:00
1440504000,1.05100001,1.05,1.05100001,1.05,28.59057682,27.21748497,1.05044888,2015-08-25 12:00
1440518400,1.05,1.05,1.05,1.05,0,0,1.05,2015-08-25 16:00
1440532800,1.05,1.05,1.05,1.05,0,0,1.05,2015-08-25 20:00
1440547200,1.05,1.05,1.05,1.05,0,0,1.05,2015-08-26 0:00
1440561600,1.09999999,1.09999999,1.09999999,1.09999999,0.14805992,0.13459993,1.09999999,2015-08-26 4:00
1440576000,1.14,1.14,1.14,1.14,11.27825719,9.89320807,1.14,2015-08-26 8:00
1440590400,1.14,1.00000001,1.00100001,1.14,64.33138784,61.08880506,1.05307982,2015-08-26 12:00
1440604800,1.00000001,1.00000001,1.00000001,1.00000001,10.56788835,10.56788825,1.00000001,2015-08-26 16:00
1440619200,1.00000001,1.00000001,1.00000001,1.00000001,0,0,1.00000001,2015-08-26 20:00
1440633600,1.27,1.27,1.27,1.27,0.00242509,0.00190952,1.27,2015-08-27 0:00
1440648000,1.27,1.27,1.27,1.27,0,0,1.27,2015-08-27 4:00
1440662400,1.27,1.27,1.27,1.27,0,0,1.27,2015-08-27 8:00
1440676800,1.27,1.27,1.27,1.27,0,0,1.27,2015-08-27 12:00
1440691200,1.27,1.27,1.27,1.27,0,0,1.27,2015-08-27 16:00
1440705600,1.27,1.27,1.27,1.27,0,0,1.27,2015-08-27 20:00
1440720000,1.1,1.06000001,1.1,1.06000001,1.10203059,1.00568924,1.09579634,2015-08-28 0:00
1440734400,1.06000001,1.06000001,1.06000001,1.06000001,0,0,1.06000001,2015-08-28 4:00
1440748800,1.06000001,1.06000001,1.06000001,1.06000001,0,0,1.06000001,2015-08-28 8:00
1440763200,1.06000001,1.06000001,1.06000001,1.06000001,0,0,1.06000001,2015-08-28 12:00
1440777600,1.06000001,1.06000001,1.06000001,1.06000001,0,0,1.06000001,2015-08-28 16:00
1440792000,1.06000001,1.06000001,1.06000001,1.06000001,0,0,1.06000001,2015-08-28 20:00
1440806400,1.06000001,1.06000001,1.06000001,1.06000001,0,0,1.06000001,2015-08-29 0:00
1440820800,1.06000001,1.06000001,1.06000001,1.06000001,0,0,1.06000001,2015-08-29 4:00
1440835200,1.06000001,1.06000001,1.06000001,1.06000001,0,0,1.06000001,2015-08-29 8:00
1440849600,1.06000001,1.06000001,1.06000001,1.06000001,0,0,1.06000001,2015-08-29 12:00
1440864000,1.06000001,1.06000001,1.06000001,1.06000001,0,0,1.06000001,2015-08-29 16:00
1440878400,1.06000001,1.06000001,1.06000001,1.06000001,0,0,1.06000001,2015-08-29 20:00
1440892800,1.06000001,1.06000001,1.06000001,1.06000001,0,0,1.06000001,2015-08-30 0:00
1440907200,1.25,1.23,1.23,1.25,404.5304457,323.8654352,1.24906952,2015-08-30 4:00
1440921600,1.25,1.25,1.25,1.25,1836.545356,1469.236285,1.25,2015-08-30 8:00
1440936000,1.25,1.25,1.25,1.25,0,0,1.25,2015-08-30 12:00
1440950400,1.27,1.27,1.27,1.27,12.6975749,9.99809048,1.27,2015-08-30 16:00
1440964800,1.27,1.27,1.27,1.27,0,0,1.27,2015-08-30 20:00
1440979200,1.27,1.27,1.27,1.27,0,0,1.27,2015-08-31 0:00
1440993600,1.2995,1.28,1.28,1.2995,212.9562582,165.438354,1.28722423,2015-08-31 4:00
1441008000,1.3,1.3,1.3,1.3,127.9376993,98.41361485,1.3,2015-08-31 8:00
1441022400,1.3,1.3,1.3,1.3,0,0,1.3,2015-08-31 12:00
1441036800,1.3,1.3,1.3,1.3,0,0,1.3,2015-08-31 16:00
1441051200,1.3,1.3,1.3,1.3,0,0,1.3,2015-08-31 20:00
1441065600,1.18000001,1.18000001,1.18000001,1.18000001,1.18000001,1,1.18000001,2015-09-01 0:00
1441080000,1.33999999,1.18000001,1.33999999,1.33999997,0.14998517,0.11787222,1.27243873,2015-09-01 4:00
1441094400,1.33999997,1.33999997,1.33999997,1.33999997,0,0,1.33999997,2015-09-01 8:00
1441108800,1.35269001,1.33999997,1.33999997,1.35269001,228.2123935,169.9980806,1.342441,2015-09-01 12:00
1441123200,1.35269001,1.35269001,1.35269001,1.35269001,0,0,1.35269001,2015-09-01 16:00
1441137600,1.39099999,1.25000044,1.39099999,1.2500005,0.00175983,0.00133263,1.32056953,2015-09-01 20:00
1441152000,1.2500005,1.2500005,1.2500005,1.2500005,0,0,1.2500005,2015-09-02 0:00
1441166400,1.26000045,1.26000045,1.26000045,1.26000045,3.78000135,3,1.26000045,2015-09-02 4:00
1441180800,1.26000045,1.26000045,1.26000045,1.26000045,0,0,1.26000045,2015-09-02 8:00
1441195200,1.26000045,1.26000045,1.26000045,1.26000045,0,0,1.26000045,2015-09-02 12:00
1441209600,1.26000045,1.26000045,1.26000045,1.26000045,0,0,1.26000045,2015-09-02 16:00
1441224000,1.26000132,1.26000132,1.26000132,1.26000132,45.31493947,35.9642,1.26000132,2015-09-02 20:00
1441238400,1.26000001,1.2194,1.26000001,1.2194,59.91937104,47.86207691,1.25191748,2015-09-03 0:00
1441252800,1.2194,1.2194,1.2194,1.2194,0,0,1.2194,2015-09-03 4:00
1441267200,1.2194,1.2194,1.2194,1.2194,0,0,1.2194,2015-09-03 8:00
1441281600,1.37339966,1.21940001,1.37339966,1.21940001,69.27259777,56.80445717,1.21949229,2015-09-03 12:00
1441296000,1.37339657,1.21940001,1.21940001,1.21940013,12.74189174,10.4462267,1.21976021,2015-09-03 16:00
1441310400,1.37,1.21940041,1.21940043,1.37,99.05174933,76.76968276,1.29024565,2015-09-03 20:00
1441324800,1.21940001,1.21940001,1.21940001,1.21940001,9.44059487,7.742,1.21940001,2015-09-04 0:00
1441339200,1.21940001,1.21940001,1.21940001,1.21940001,0,0,1.21940001,2015-09-04 4:00
1441353600,1.21940001,1.21940001,1.21940001,1.21940001,0,0,1.21940001,2015-09-04 8:00
1441368000,1.2194,1.2194,1.2194,1.2194,9.12818452,7.4858,1.2194,2015-09-04 12:00
1441382400,1.2194,1.2194,1.2194,1.2194,0,0,1.2194,2015-09-04 16:00
1441396800,1.21939998,1.21939998,1.21939998,1.21939998,0.1931356,0.15838577,1.21939998,2015-09-04 20:00
1441411200,1.37336823,1.37336823,1.37336823,1.37336823,7.80994644,5.68670971,1.37336823,2015-09-05 0:00
1441425600,1.37336823,1.37336823,1.37336823,1.37336823,0,0,1.37336823,2015-09-05 4:00
1441440000,1.26,1.25999999,1.25999999,1.26,41.4936894,32.93149977,1.25999999,2015-09-05 8:00
1441454400,1.26,1.26,1.26,1.26,8.86359409,7.03459849,1.26,2015-09-05 12:00
1441468800,1.26,1.26,1.26,1.26,0,0,1.26,2015-09-05 16:00
1441483200,1.37336823,1.16100001,1.16100001,1.37336823,0.0847485,0.06773902,1.25110318,2015-09-05 20:00
1441497600,1.19,1.16100001,1.16100001,1.19,22.48847556,18.897988,1.18999311,2015-09-06 0:00
1441512000,1.16100001,1.16100001,1.16100001,1.16100001,4.64400004,4,1.16100001,2015-09-06 4:00
1441526400,1.16100001,1.16100001,1.16100001,1.16100001,0,0,1.16100001,2015-09-06 8:00
1441540800,1.16100001,1.16100001,1.16100001,1.16100001,1.15978095,0.99895,1.16100001,2015-09-06 12:00
1441555200,1.16100001,1.16100001,1.16100001,1.16100001,0,0,1.16100001,2015-09-06 16:00
1441569600,1.21000001,1.21,1.21000001,1.21,19.25612159,15.91415,1.21,2015-09-06 20:00
1441584000,1.16200001,1.16200001,1.16200001,1.16200001,0.73202652,0.62997119,1.16200001,2015-09-07 0:00
1441598400,1.16200001,1.16200001,1.16200001,1.16200001,0,0,1.16200001,2015-09-07 4:00
1441612800,1.16200001,1.16200001,1.16200001,1.16200001,0,0,1.16200001,2015-09-07 8:00
1441627200,1.16200001,1.16200001,1.16200001,1.16200001,0,0,1.16200001,2015-09-07 12:00
1441641600,1.34999999,1.34999986,1.34999998,1.34999986,356.7090914,264.2289837,1.34999986,2015-09-07 16:00
1441656000,1.34999985,1.34999985,1.34999985,1.34999985,75.24324702,55.73574473,1.34999985,2015-09-07 20:00
1441670400,1.34999985,1.34999985,1.34999985,1.34999985,0,0,1.34999985,2015-09-08 0:00
1441684800,1.34999985,1.34999985,1.34999985,1.34999985,0,0,1.34999985,2015-09-08 4:00
1441699200,1.34999985,1.34999985,1.34999985,1.34999985,0,0,1.34999985,2015-09-08 8:00
1441713600,1.34999985,1.34999985,1.34999985,1.34999985,0,0,1.34999985,2015-09-08 12:00
1441728000,1.34999985,1.34999985,1.34999985,1.34999985,0,0,1.34999985,2015-09-08 16:00
1441742400,1.34999985,1.34999985,1.34999985,1.34999985,0,0,1.34999985,2015-09-08 20:00
1441756800,1.34999985,1.34999985,1.34999985,1.34999985,0,0,1.34999985,2015-09-09 0:00
1441771200,1.34999985,1.34999985,1.34999985,1.34999985,0,0,1.34999985,2015-09-09 4:00
1441785600,1.34999985,1.34999985,1.34999985,1.34999985,0,0,1.34999985,2015-09-09 8:00
1441800000,1.29999946,1.29999945,1.29999945,1.29999946,23.94201004,18.41693846,1.29999945,2015-09-09 12:00
1441814400,1.29999946,1.29999946,1.29999946,1.29999946,0,0,1.29999946,2015-09-09 16:00
1441828800,1.29999946,1.29999946,1.29999946,1.29999946,0,0,1.29999946,2015-09-09 20:00
1441843200,1.29999946,1.29999946,1.29999946,1.29999946,0,0,1.29999946,2015-09-10 0:00
1441857600,1.299999,1.20000239,1.20000307,1.20000239,112.9422182,94.11550598,1.20003836,2015-09-10 4:00
1441872000,1.20000239,1.20000238,1.20000239,1.20000238,8.8576621,7.38137044,1.20000238,2015-09-10 8:00
1441886400,1.20000238,1.20000238,1.20000238,1.20000238,0,0,1.20000238,2015-09-10 12:00
1441900800,1.20000238,1.16,1.20000238,1.16,2642.004221,2247.083303,1.17574823,2015-09-10 16:00
1441915200,1.16,1.16,1.16,1.16,0,0,1.16,2015-09-10 20:00
1441929600,1.28199965,1.16,1.28199965,1.16,0.10959587,0.08975464,1.22106088,2015-09-11 0:00
1441944000,1.16000001,1.15,1.16000001,1.15,300.9561194,260.8069994,1.15394188,2015-09-11 4:00
1441958400,1.2819991,1,1.2819991,1,682.7486185,629.7684538,1.08412641,2015-09-11 8:00
1441972800,1,1,1,1,0,0,1,2015-09-11 12:00
1441987200,1.02999999,0.83000002,1.02999999,0.83000003,1.66443291,2.004766,0.830238,2015-09-11 16:00
1442001600,0.99989886,0.99989885,0.99989885,0.99989886,2.45182409,2.4520721,0.99989885,2015-09-11 20:00
1442016000,0.99,0.98999999,0.98999999,0.99,18.04148346,18.22372068,0.98999999,2015-09-12 0:00
1442030400,0.99,0.87,0.95,0.99,51.97976384,55.34650954,0.93916968,2015-09-12 4:00
1442044800,1.02999969,1.01,1.01,1.02999969,75.23999225,74,1.01675665,2015-09-12 8:00
1442059200,1.28199911,0.99000019,1.10799999,0.99000019,106.8047832,96.92177692,1.10196889,2015-09-12 12:00
1442073600,1.28199911,0.99000017,1.28199911,0.99000017,0.029582,0.02603716,1.13614576,2015-09-12 16:00
1442088000,1.28199877,1.00000037,1.28199877,1.27999999,0.04254182,0.03715516,1.14497745,2015-09-12 20:00
1442102400,1.27999999,1.27999999,1.27999999,1.27999999,0,0,1.27999999,2015-09-13 0:00
1442116800,1.27999999,1.27999999,1.27999999,1.27999999,0,0,1.27999999,2015-09-13 4:00
1442131200,1.0000017,1.00000018,1.0000017,1.00000018,95.26130901,95.26115154,1.00000165,2015-09-13 8:00
1442145600,0.87,0.87,0.87,0.87,0.00089139,0.00102459,0.87,2015-09-13 12:00
1442160000,1.18998875,1.18998873,1.18998873,1.18998875,0.09221164,0.07748951,1.18998873,2015-09-13 16:00
1442174400,1.18998875,1.18998875,1.18998875,1.18998875,0,0,1.18998875,2015-09-13 20:00
1442188800,1.18998875,1.18998875,1.18998875,1.18998875,0,0,1.18998875,2015-09-14 0:00
1442203200,1.18998875,1.18998875,1.18998875,1.18998875,0,0,1.18998875,2015-09-14 4:00
1442217600,1.18998875,1.18998875,1.18998875,1.18998875,0,0,1.18998875,2015-09-14 8:00
1442232000,1.18998875,1.18998875,1.18998875,1.18998875,0,0,1.18998875,2015-09-14 12:00
1442246400,0.87100002,0.87100002,0.87100002,0.87100002,0.44598807,0.51204141,0.87100002,2015-09-14 16:00
1442260800,0.87100002,0.87100002,0.87100002,0.87100002,0,0,0.87100002,2015-09-14 20:00
1442275200,0.87100002,0.87100002,0.87100002,0.87100002,0,0,0.87100002,2015-09-15 0:00
1442289600,0.87100002,0.87100002,0.87100002,0.87100002,0,0,0.87100002,2015-09-15 4:00
1442304000,1.02899704,0.87100002,1.02899704,0.87100002,0.0002286,0.00024062,0.95007732,2015-09-15 8:00
1442318400,1.02899698,0.87100002,1.02899698,0.87100002,0.20445252,0.2151241,0.9503934,2015-09-15 12:00
1442332800,1.01999973,0.87100035,1.01999973,0.87100035,0.9026729,1.01650839,0.88801323,2015-09-15 16:00
1442347200,0.88850004,0.88850004,0.88850004,0.88850004,0.10413514,0.11720331,0.88850004,2015-09-15 20:00
1442361600,1.01999874,1.01999874,1.01999874,1.01999874,0.0003216,0.0003153,1.01999874,2015-09-16 0:00
1442376000,1.01999874,1.01999874,1.01999874,1.01999874,0,0,1.01999874,2015-09-16 4:00
1442390400,1.01999874,1.01999874,1.01999874,1.01999874,0,0,1.01999874,2015-09-16 8:00
1442404800,1.01999874,1.01999874,1.01999874,1.01999874,0,0,1.01999874,2015-09-16 12:00
1442419200,1.01999874,1.01999874,1.01999874,1.01999874,0,0,1.01999874,2015-09-16 16:00
1442433600,0.9999988,0.88851638,0.88851638,0.9999988,8.55024221,8.55640513,0.99927973,2015-09-16 20:00
1442448000,0.9999988,0.9999988,0.9999988,0.9999988,0,0,0.9999988,2015-09-17 0:00
1442462400,0.8885184,0.8885184,0.8885184,0.8885184,0.76674662,0.86294963,0.8885184,2015-09-17 4:00
1442476800,0.88851841,0.84,0.88851841,0.84,86.34597331,98.99453365,0.8722297,2015-09-17 8:00
1442491200,0.84,0.84,0.84,0.84,0,0,0.84,2015-09-17 12:00
1442505600,0.84,0.84,0.84,0.84,0,0,0.84,2015-09-17 16:00
1442520000,0.84,0.84,0.84,0.84,0,0,0.84,2015-09-17 20:00
1442534400,0.84,0.84,0.84,0.84,0,0,0.84,2015-09-18 0:00
1442548800,0.84,0.84,0.84,0.84,0,0,0.84,2015-09-18 4:00
1442563200,0.84,0.84,0.84,0.84,0,0,0.84,2015-09-18 8:00
1442577600,0.84,0.84,0.84,0.84,0,0,0.84,2015-09-18 12:00
1442592000,0.87,0.86,0.87,0.86,25.95,30,0.865,2015-09-18 16:00
1442606400,0.85,0.85,0.85,0.85,12.75,15,0.85,2015-09-18 20:00
1442620800,0.85,0.85,0.85,0.85,0,0,0.85,2015-09-19 0:00
1442635200,0.85,0.85,0.85,0.85,0,0,0.85,2015-09-19 4:00
1442649600,0.95998699,0.84050002,0.95998699,0.84050002,0.03503293,0.03891237,0.9003033,2015-09-19 8:00
1442664000,0.84050002,0.84050002,0.84050002,0.84050002,0,0,0.84050002,2015-09-19 12:00
1442678400,0.84050002,0.84050002,0.84050002,0.84050002,0,0,0.84050002,2015-09-19 16:00
1442692800,0.9599746,0.9599746,0.9599746,0.9599746,0.48356093,0.50372264,0.9599746,2015-09-19 20:00
1442707200,0.9599746,0.9599746,0.9599746,0.9599746,0,0,0.9599746,2015-09-20 0:00
1442721600,0.9599746,0.9599746,0.9599746,0.9599746,0,0,0.9599746,2015-09-20 4:00
1442736000,0.9599746,0.9599746,0.9599746,0.9599746,0,0,0.9599746,2015-09-20 8:00
1442750400,0.9599746,0.9599746,0.9599746,0.9599746,0,0,0.9599746,2015-09-20 12:00
1442764800,0.9599746,0.9599746,0.9599746,0.9599746,0,0,0.9599746,2015-09-20 16:00
1442779200,0.95995281,0.95995281,0.95995281,0.95995281,0.35354961,0.36829895,0.95995281,2015-09-20 20:00
1442793600,0.97,0.95995205,0.95995205,0.97,138.7441737,144.2177193,0.96204665,2015-09-21 0:00
1442808000,0.97,0.97,0.97,0.97,0,0,0.97,2015-09-21 4:00
1442822400,0.97,0.97,0.97,0.97,0,0,0.97,2015-09-21 8:00
1442836800,0.97,0.97,0.97,0.97,0,0,0.97,2015-09-21 12:00
1442851200,0.97,0.97,0.97,0.97,0,0,0.97,2015-09-21 16:00
1442865600,0.9015,0.8915,0.9015,0.8915,8.965,10,0.8965,2015-09-21 20:00
1442880000,0.8915,0.8915,0.8915,0.8915,0,0,0.8915,2015-09-22 0:00
1442894400,0.8815,0.8815,0.8815,0.8815,4.4075,5,0.8815,2015-09-22 4:00
1442908800,0.8815,0.88149999,0.88149999,0.8815,167.7349981,190.2836075,0.88149999,2015-09-22 8:00
1442923200,0.935,0.87502047,0.935,0.87502047,0.39115448,0.42912335,0.91151992,2015-09-22 12:00
1442937600,0.87502047,0.87502047,0.87502047,0.87502047,0,0,0.87502047,2015-09-22 16:00
1442952000,0.87502047,0.87502047,0.87502047,0.87502047,0,0,0.87502047,2015-09-22 20:00
1442966400,0.935,0.8750303,0.935,0.87503089,0.01366564,0.0150994,0.90504532,2015-09-23 0:00
1442980800,0.89999999,0.87503091,0.89999999,0.89999999,0.00425487,0.00479181,0.88794724,2015-09-23 4:00
1442995200,0.89999999,0.89999999,0.89999999,0.89999999,0,0,0.89999999,2015-09-23 8:00
